(280924.5, -74.01, -0.37)
(280940.5, -74.01, -0.37)
(280964.5, -74.01, -0.37)
(280988.5, -74.01, -0.37)
(281012.5, -74.01, -0.37)
(281036.5, -74.0, -0.37)
(281060.5, -74.0, -0.37)
(281084.5, -74.0, -0.37)
(281108.5, -74.0, -0.37)
(281132.5, -74.0, -0.37)
(281148.5, -74.0, -0.37)
(281172.5, -74.0, -0.37)
(281196.5, -74.0, -0.37)
(281220.5, -74.0, -0.37)
(281244.4, -74.0, -0.37)
(281268.4, -74.0, -0.37)
(281292.5, -74.0, -0.37)
(281316.4, -74.0, -0.37)
(281340.4, -74.0, -0.37)
(281364.4, -74.0, -0.37)
(281388.4, -74.0, -0.37)
(281412.4, -74.0, -0.37)
(281436.4, -74.0, -0.37)
(281460.4, -74.0, -0.37)
(281484.5, -74.0, -0.37)
(281508.4, -74.0, -0.37)
(281532.4, -74.0, -0.37)
(281556.4, -74.0, -0.37)
(281580.4, -74.0, -0.37)
(281604.4, -74.0, -0.37)
(281628.4, -74.0, -0.37)
(281652.4, -74.0, -0.37)
(281676.5, -74.0, -0.36)
(281700.4, -74.0, -0.36)
(281724.4, -74.0, -0.36)
(281748.4, -74.0, -0.36)
(281772.4, -73.99, -0.36)
(281796.4, -73.99, -0.36)
(281820.4, -73.99, -0.36)
(281844.4, -73.99, -0.36)
(281868.4, -73.99, -0.36)
(281884.4, -73.99, -0.36)
(281908.4, -73.99, -0.36)
(281932.4, -73.99, -0.37)
(281956.5, -73.99, -0.37)
(281980.4, -73.99, -0.37)
(281996.4, -73.99, -0.37)
(282020.4, -73.99, -0.37)
(282036.4, -73.99, -0.37)
(282060.4, -73.99, -0.37)
(282084.4, -73.99, -0.37)
(282108.4, -73.99, -0.37)
(282132.4, -73.99, -0.37)
(282156.4, -73.99, -0.37)
(282180.4, -73.99, -0.37)
(282204.4, -73.99, -0.37)
(282228.4, -73.99, -0.37)
(282252.4, -73.99, -0.37)
(282276.4, -73.99, -0.37)
(282300.4, -73.99, -0.36)
(282324.4, -73.99, -0.37)
(282348.4, -73.99, -0.37)
(282372.4, -73.99, -0.37)
(282396.4, -73.99, -0.36)
(282420.4, -74.0, -0.37)
(282444.4, -74.0, -0.36)
(282468.4, -74.0, -0.36)
(282492.4, -74.0, -0.36)
(282516.4, -74.0, -0.36)
(282540.4, -74.0, -0.36)
(282564.4, -74.0, -0.36)
(282588.4, -74.0, -0.36)
(282612.4, -74.0, -0.36)
(282636.4, -74.0, -0.36)
(282660.4, -74.0, -0.36)
(282684.4, -74.0, -0.36)
(282708.4, -74.0, -0.36)
(282732.4, -74.0, -0.36)
(282756.4, -74.0, -0.36)
(282780.4, -74.0, -0.36)
(282804.4, -74.0, -0.36)
(282828.4, -74.01, -0.36)
(282852.4, -74.01, -0.36)
(282876.4, -74.01, -0.36)
(282900.4, -74.01, -0.36)
(282924.4, -74.01, -0.36)
(282948.4, -74.01, -0.36)
(282972.4, -74.01, -0.36)
(282996.4, -74.0, -0.36)
(283020.4, -74.01, -0.36)
(283044.4, -74.01, -0.36)
(283068.4, -74.01, -0.35)
(283092.4, -74.01, -0.35)
(283116.4, -74.01, -0.35)
(283140.4, -74.01, -0.35)
(283164.4, -74.0, -0.35)
(283188.4, -74.0, -0.35)
(283212.4, -74.0, -0.35)
(283236.4, -74.0, -0.35)
(283252.4, -74.0, -0.35)
(283276.4, -74.0, -0.35)
(283300.4, -74.0, -0.35)
(283324.4, -74.0, -0.34)
(283348.4, -74.0, -0.34)
(283372.4, -74.0, -0.34)
(283396.4, -74.0, -0.34)
(283420.4, -74.0, -0.34)
(283444.4, -74.0, -0.34)
(283468.4, -74.0, -0.35)
(283492.4, -74.0, -0.35)
(283516.4, -74.0, -0.35)
(283540.4, -74.0, -0.34)
(283564.4, -74.0, -0.35)
(283588.4, -74.0, -0.34)
(283612.4, -74.0, -0.34)
(283636.4, -74.0, -0.34)
(283660.4, -74.0, -0.35)
(283684.4, -74.0, -0.35)
(283708.4, -74.0, -0.35)
(283732.4, -74.0, -0.35)
(283756.4, -74.0, -0.35)
(283780.4, -74.0, -0.35)
(283804.3, -74.0, -0.35)
(283828.4, -74.0, -0.35)
(283852.4, -74.0, -0.35)
(283876.4, -74.0, -0.35)
(283900.3, -74.0, -0.35)
(283924.3, -74.0, -0.35)
(283948.4, -74.0, -0.35)
(283972.3, -74.0, -0.35)
(283996.3, -74.0, -0.35)
(284020.3, -73.99, -0.35)
(284044.3, -74.0, -0.35)
(284068.3, -74.0, -0.35)
(284092.3, -74.0, -0.35)
(284108.3, -73.99, -0.35)
(284132.3, -73.99, -0.35)
(284156.3, -73.99, -0.35)
(284172.3, -73.99, -0.35)
(284196.3, -73.99, -0.35)
(284220.3, -73.99, -0.35)
(284244.3, -73.99, -0.35)
(284268.3, -73.99, -0.35)
(284292.3, -74.0, -0.35)
(284316.4, -73.99, -0.35)
(284340.3, -73.99, -0.35)
(284364.3, -73.99, -0.35)
(284388.3, -73.99, -0.35)
(284412.3, -73.99, -0.35)
(284436.3, -73.99, -0.35)
(284460.3, -73.99, -0.35)
(284484.3, -73.99, -0.36)
(284508.4, -73.99, -0.36)
(284532.3, -73.99, -0.36)
(284556.3, -73.99, -0.36)
(284580.3, -73.99, -0.36)
(284604.3, -73.99, -0.36)
(284628.3, -73.99, -0.36)
(284652.3, -73.99, -0.36)
(284676.3, -73.99, -0.36)
(284700.4, -73.99, -0.36)
(284724.3, -73.99, -0.36)
(284748.3, -73.99, -0.36)
(284772.3, -73.99, -0.36)
(284796.3, -73.98, -0.35)
(284820.3, -73.98, -0.36)
(284844.3, -73.99, -0.36)
(284868.3, -73.99, -0.36)
(284892.3, -73.99, -0.36)
(284916.3, -73.99, -0.36)
(284940.3, -73.98, -0.36)
(284964.3, -73.98, -0.36)
(284988.3, -73.99, -0.36)
(285012.3, -73.98, -0.36)
(285036.3, -73.98, -0.36)
(285052.3, -73.98, -0.36)
(285076.3, -73.98, -0.36)
(285100.3, -73.99, -0.36)
(285124.3, -73.99, -0.36)
(285148.3, -73.99, -0.36)
(285172.3, -73.99, -0.36)
(285196.3, -73.99, -0.36)
(285220.3, -73.99, -0.36)
(285244.3, -73.99, -0.36)
(285268.3, -73.99, -0.36)
(285292.3, -73.99, -0.36)
(285316.3, -73.99, -0.36)
(285340.3, -73.99, -0.36)
(285356.3, -73.99, -0.36)
(285380.3, -73.99, -0.36)
(285404.3, -73.99, -0.36)
(285420.3, -73.99, -0.36)
(285444.3, -73.99, -0.36)
(285468.3, -73.99, -0.36)
(285492.3, -73.99, -0.36)
(285516.3, -73.99, -0.36)
(285540.3, -73.99, -0.36)
(285556.3, -73.99, -0.36)
(285580.3, -73.99, -0.36)
(285604.3, -73.99, -0.37)
(285628.3, -73.99, -0.36)
(285644.3, -73.99, -0.36)
(285668.3, -73.99, -0.37)
(285692.3, -73.99, -0.37)
(285716.3, -73.99, -0.37)
(285740.3, -73.99, -0.37)
(285764.3, -73.98, -0.37)
(285788.3, -73.98, -0.37)
(285812.3, -73.98, -0.37)
(285836.3, -73.98, -0.37)
(285852.3, -73.98, -0.37)
(285876.3, -73.98, -0.37)
(285900.3, -73.98, -0.37)
(285924.3, -73.98, -0.37)
(285948.3, -73.98, -0.37)
(285972.3, -73.98, -0.37)
(285996.3, -73.98, -0.37)
(286020.3, -73.98, -0.37)
(286044.3, -73.98, -0.37)
(286068.3, -73.98, -0.37)
(286092.3, -73.98, -0.37)
(286116.3, -73.98, -0.36)
(286140.3, -73.98, -0.37)
(286164.3, -73.98, -0.37)
(286180.3, -73.98, -0.36)
(286204.3, -73.98, -0.36)
(286228.3, -73.97, -0.37)
(286252.3, -73.98, -0.37)
(286276.3, -73.97, -0.37)
(286300.3, -73.97, -0.37)
(286324.3, -73.97, -0.36)
(286348.3, -73.97, -0.36)
(286372.3, -73.97, -0.36)
(286396.3, -73.97, -0.36)
(286420.3, -73.97, -0.36)
(286444.3, -73.97, -0.35)
(286468.3, -73.97, -0.36)
(286492.3, -73.97, -0.36)
(286516.3, -73.97, -0.36)
(286540.3, -73.97, -0.36)
(286564.2, -73.97, -0.36)
(286588.2, -73.97, -0.36)
(286612.2, -73.97, -0.36)
(286636.2, -73.97, -0.36)
(286660.3, -73.97, -0.36)
(286684.2, -73.97, -0.36)
(286708.2, -73.97, -0.36)
(286724.2, -73.97, -0.36)
(286748.3, -73.97, -0.36)
(286772.2, -73.97, -0.36)
(286796.2, -73.97, -0.36)
(286820.2, -73.97, -0.36)
(286844.2, -73.97, -0.36)
(286868.2, -73.97, -0.36)
(286892.2, -73.97, -0.36)
(286916.2, -73.97, -0.36)
(286940.3, -73.97, -0.36)
(286964.2, -73.97, -0.36)
(286980.2, -73.97, -0.36)
(287004.2, -73.97, -0.36)
(287028.3, -73.97, -0.36)
(287052.2, -73.97, -0.36)
(287076.2, -73.97, -0.35)
(287100.2, -73.97, -0.35)
(287124.2, -73.97, -0.35)
(287148.2, -73.97, -0.35)
(287172.2, -73.97, -0.35)
(287196.2, -73.97, -0.35)
(287220.3, -73.97, -0.35)
(287244.2, -73.96, -0.35)
(287268.2, -73.96, -0.35)
(287292.2, -73.96, -0.35)
(287316.2, -73.96, -0.35)
(287340.2, -73.97, -0.35)
(287364.2, -73.97, -0.35)
(287388.2, -73.97, -0.35)
(287412.3, -73.96, -0.35)
(287436.2, -73.96, -0.35)
(287460.2, -73.96, -0.34)
(287484.2, -73.96, -0.34)
(287508.2, -73.96, -0.35)
(287524.2, -73.96, -0.35)
(287548.2, -73.96, -0.35)
(287572.2, -73.96, -0.35)
(287596.2, -73.96, -0.35)
(287620.2, -73.96, -0.35)
(287644.2, -73.96, -0.35)
(287668.2, -73.97, -0.34)
(287692.3, -73.97, -0.35)
(287716.2, -73.97, -0.35)
(287740.2, -73.97, -0.34)
(287764.2, -73.97, -0.34)
(287788.2, -73.97, -0.34)
(287812.2, -73.97, -0.34)
(287836.2, -73.97, -0.34)
(287860.2, -73.97, -0.34)
(287884.2, -73.97, -0.34)
(287908.2, -73.96, -0.34)
(287932.2, -73.96, -0.34)
(287956.2, -73.96, -0.34)
(287972.2, -73.96, -0.34)
(287996.2, -73.97, -0.34)
(288020.2, -73.97, -0.34)
(288044.2, -73.97, -0.34)
(288060.2, -73.97, -0.34)
(288084.2, -73.97, -0.34)
(288108.2, -73.97, -0.34)
(288132.2, -73.97, -0.35)
(288156.2, -73.97, -0.35)
(288180.2, -73.97, -0.35)
(288204.2, -73.97, -0.35)
(288228.2, -73.97, -0.35)
(288252.2, -73.97, -0.35)
(288276.2, -73.97, -0.35)
(288300.2, -73.97, -0.35)
(288324.2, -73.97, -0.35)
(288348.2, -73.97, -0.35)
(288372.2, -73.97, -0.35)
(288396.2, -73.96, -0.35)
(288420.2, -73.96, -0.35)
(288444.2, -73.96, -0.35)
(288468.2, -73.96, -0.35)
(288492.2, -73.96, -0.34)
(288516.2, -73.96, -0.35)
(288540.2, -73.96, -0.34)
(288564.2, -73.96, -0.34)
(288588.2, -73.96, -0.34)
(288612.2, -73.96, -0.34)
(288636.2, -73.96, -0.34)
(288660.2, -73.96, -0.34)
(288684.2, -73.96, -0.34)
(288708.2, -73.96, -0.34)
(288732.2, -73.96, -0.34)
(288756.2, -73.96, -0.34)
(288780.2, -73.96, -0.34)
(288796.2, -73.96, -0.34)
(288820.2, -73.95, -0.34)
(288844.2, -73.95, -0.34)
(288868.2, -73.95, -0.34)
(288892.2, -73.95, -0.34)
(288916.2, -73.95, -0.34)
(288932.2, -73.95, -0.34)
(288956.2, -73.95, -0.34)
(288980.1, -73.95, -0.34)
(289004.2, -73.95, -0.34)
(289028.2, -73.96, -0.34)
(289044.2, -73.96, -0.34)
(289068.2, -73.95, -0.34)
(289092.2, -73.95, -0.34)
(289116.1, -73.95, -0.34)
(289140.1, -73.95, -0.34)
